Servicio,Region,Comuna,Tipo_1,Dependencia,Tipo,Nombre,Direccion,Telefono,Fax
Valdivia,14,LA UNIÓN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Santa Elisa,Caserío de Santa Elisa,,
Valdivia,14,LA UNIÓN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Mashue,Caserío de Mashue,,
Valdivia,14,RÍO BUENO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Mantilhue,Sector Mantilhue,,
Valdivia,14,PAILLACO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Santa Rosa (Paillaco),Caserío de Santa Rosa,,
Valdivia,14,PAILLACO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Santa Filomena (Paillaco),Sector Santa Filomenta,,
Valdivia,14,LAGO RANCO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Calcurrupe,Sector Calcurrupe,,
Valdivia,14,MÁFIL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Huichaco,Sector Huichaco,,
Valdivia,14,LAGO RANCO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pocura,Sector Polcura,,
Valdivia,14,LAGO RANCO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Rupumeica,Sector Rupumeica,,
Valdivia,14,LA UNIÓN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Los Esteros,Aldea de Los Esteros,,
Valdivia,14,FUTRONO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural de Nontuela,Localidad de Nontuela,63-482652,
Valdivia,14,PANGUIPULLI,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Lago Neltume,Localidad Lago Neltume,63-310465,
Valdivia,14,VALDIVIA,CENTROS RESOLUTIVIDAD AMBULATORIA A NIVEL DE COMUNA,Servicio,Consultorio de Salud Mental,Centro de Salud Mental Comunitario Las Animas,Pedro Aguirre Cerda Nº 295 Las Animas,063-239295,
Valdivia,14,VALDIVIA,CENTROS RESOLUTIVIDAD AMBULATORIA A NIVEL DE COMUNA,Servicio,Consultorio de Salud Mental,Centro de Salud Mental Comunitario Angachilla,"Rene Schneider Nº 555, Valdivia",063-239290,
Valdivia,14,VALDIVIA,CENTRO DE ATENCIÓN PRIMARIA,Servicio,Centro CECOF,Centro Comunitario de Salud Familiar Barrios Bajos,"General Yañez N° S/N (esquina Sotomayor, Plazuela Pastene)",063-265211,
Valdivia,14,VALDIVIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Consultorio Las Ánimas,"Cedeño N° S/N Población Norte Grande 2, Las Animas",063-265331,
Valdivia,14,VALDIVIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Gil de Castro,Avda Balmaceda N° S/N Sector Collico,063-265340,
Valdivia,14,MARIQUINA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Mehuín,Sector Caleta N° S/N Mehuín,,
Valdivia,14,LA UNIÓN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Los Lagos,"Puyehue N° 1017, Población Los Lagos",,
Valdivia,14,VALDIVIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Cons Angachilla,"Regidor Manuel Garay N° S/N (esquina Regidor Braulio León, Villa Los Ediles)",063-265320,
Valdivia,14,LOS LAGOS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Manuel Miranda,Los Robles N° S/N Los Lagos,63-462101,63-460302
Valdivia,14,VALDIVIA,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU Las Ánimas,"Pedro Aguirre Cerda N° 231, Las Animas",,
Valdivia,14,VALDIVIA,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU Gil de Castro,Picarte N° 2500,,
Valdivia,14,LA UNIÓN,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-La Unión - Dr Alfredo Gantz Mann,Los Tineos N° 55,,
Valdivia,14,LANCO,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Malalhue,Balmaceda 138,,
Valdivia,14,RÍO BUENO,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Río Bueno,Ejército Libertador N° 1500,,
Valdivia,14,VALDIVIA,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Angachilla,"Santa Martina N° 3821, Población San Pedro",,
Osorno,10,OSORNO,OTRO,Servicio,Clínica Dental Móvil,Clínica Dental Móvil ( Osorno),Manuel Antonio Matta N° 448,,
Osorno,10,OSORNO,HOSPITALES,Servicio,Establecimiento Mayor Complejidad,Hospital Base de Osorno,Guillermo Buhler N° 1765,064-230977,064-259228
Osorno,10,PURRANQUE,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital de Purranque,21 de mayo N° 468,064-351245,064-351245
Osorno,10,RÍO NEGRO,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital de Río Negro,Arturo Prat N° 791,064-361242,064-361242
Osorno,10,PUERTO OCTAY,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital de Puerto Octay,Pedro Montt N° 601,064-259264,064-259259
Osorno,10,SAN JUAN DE LA COSTA,HOSPITALES,Delegado,Establecimiento Menor Complejidad,Hospital Misión San Juan de la Costa,SJde la Costa,,
Osorno,10,SAN PABLO,HOSPITALES,Delegado,Establecimiento Menor Complejidad,Hospital Del Perpetuo Socorro de Quilacahuín,Quilacahuín N° S/N,051-311037,
Osorno,10,PURRANQUE,CENTROS RESOLUTIVIDAD AMBULATORIA A NIVEL DE COMUNA,Delegado,Consultorio de Salud Mental,Hogar Protegido de Mujeres Purranque,Arturo Prat N° S/N,068-351245,
Osorno,10,PURRANQUE,CENTROS RESOLUTIVIDAD AMBULATORIA A NIVEL DE COMUNA,Delegado,Consultorio de Salud Mental,Centro de Rehabilitación de Minusválidos,Santo Domingo N° S/N,064-352498,
Osorno,10,OSORNO,CENTROS RESOLUTIVIDAD AMBULATORIA A NIVEL DE COMUNA,Delegado,Consultorio de Salud Mental,Hogar Protegido Varones Amore,Pasaje María Labial N° 100,08-7537024,
Osorno,10,PURRANQUE,CENTROS RESOLUTIVIDAD AMBULATORIA A NIVEL DE COMUNA,Delegado,Consultorio de Salud Mental,Hogar Protegido de Varones Purranque,Arturo Prat N° 976,64-3538,
Osorno,10,OSORNO,OTRO,Convenios,Vacunatorio,Vacunatorio Sociedad Centro Médico Cochrane SA,Cochrane Nº 405,,
Osorno,10,OSORNO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Dr Pedro Jáuregui,Victoria N° 370,800500012,
Osorno,10,OSORNO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Dr Marcelo Lopetegui Adams,Los Carrera N° 1400,800500014,
Osorno,10,OSORNO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Ovejería,Martín Ruiz de Gamboa N° 602,800500015,
Osorno,10,OSORNO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Rahue Alto,Real N° 2160,800500307,
Osorno,10,PUYEHUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio Entre Lagos,Luis Pasteur N° S/N,80050030,
Osorno,10,SAN PABLO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio San Pablo,Colón N° 788,064-381228,
Osorno,10,OSORNO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Pampa Alegre,Los Héroes de La Concepción N° 769,800500016,
Osorno,10,PURRANQUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Purranque,21 de Mayo N° 415,800500017,
Osorno,10,OSORNO,OTRO,Delegado,Convenio Atención Cerrada,Hogar de Cristo,Paula Jaraquemada N° 570,064- 222300,064- 222316
Osorno,10,RÍO NEGRO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Río Negro,Avda Buschmann N° S/N (esquina Mac-Iver),64-643110,
Osorno,10,SAN JUAN DE LA COSTA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio Bahía Mansa,Bahía Mansa,064-375364,
Osorno,10,SAN JUAN DE LA COSTA,CENTRO DE ATENCIÓN PRIMARIA,Delegado,Posta de Salud Rural,Posta de Salud Rural Cuinco,Caserío de Cuinco,,
Osorno,10,OSORNO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pichi Damas,Sector Pichi Damas,,
Osorno,10,PUYEHUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Puyehue,Sector Puyehue,,
Osorno,10,PUYEHUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Desagüe Rupanco,Sector Desagüe Rupanco,,
Osorno,10,PUYEHUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Ñadi Pichi-Damas,Sector Ñadi Pichi-Damas,,
Osorno,10,RÍO NEGRO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Tres Esteros,Caserío Tras Esteros,,
Osorno,10,PURRANQUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Corte Alto,Caserío de Corte Alto,,
Osorno,10,PURRANQUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Crucero ( Purranque),Caserío de Crucero,,
Osorno,10,PURRANQUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Coligual,Caserío de Coligual,,
Osorno,10,PURRANQUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Hueyusca,"Caserío de Hueyusca, Calle principal",,
Osorno,10,PURRANQUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Concordia,Caserío de Concordia,,
Osorno,10,PURRANQUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Colonia Ponce,Caserío de Colonia Ponce,,
Osorno,10,PURRANQUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural La Naranja,Caserío de La Naranja,,
Osorno,10,PURRANQUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural San Pedro de Purranque,Sector San Pedro de Purranque,,
Osorno,10,PURRANQUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Collihuinco,Caserío de Collihuinco,,
Osorno,10,PUERTO OCTAY,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Rupanco,Sector Rupanco,,
Osorno,10,PUERTO OCTAY,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Cascadas,Pueblo de Cascadas,,
Osorno,10,PUERTO OCTAY,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Piedras Negras,Caserío de Piedras Negras,,
Osorno,10,OSORNO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Cancura,Aldea de Cancura,,
Osorno,10,PUERTO OCTAY,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pellinada,Sector Pellinada,,
Osorno,10,PUERTO OCTAY,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural La Calo,Sector La Calo,,
Osorno,10,PUERTO OCTAY,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Coihueco (Puerto Octay),Sector Coihueco,,
Osorno,10,SAN JUAN DE LA COSTA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Purrehuín,Caserío de Purrehuín,,
Osorno,10,SAN JUAN DE LA COSTA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Aleucapi,Sector Aleucapi,,
Osorno,10,SAN PABLO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural La Poza,Caserío La Poza,,
Osorno,10,SAN JUAN DE LA COSTA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Puaucho (San Juan de la Costa),Caserío de Puaucho,,
Osorno,10,RÍO NEGRO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Huilma,Sector Huilma,,
Osorno,10,SAN PABLO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pucopio,Sector Pucopio,,
Osorno,10,SAN PABLO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Chanco ( San Pablo ),Sector Chanco,,
Osorno,10,SAN PABLO,CENTRO DE ATENCIÓN PRIMARIA,Delegado,Posta de Salud Rural,Posta de Salud Rural Currimáhuida,Sector Currimáhuida,,
Osorno,10,PUYEHUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar El Encanto,Caserío el Encanto,,
Osorno,10,RÍO NEGRO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Riachuelo,"Barros Arana Nº 295, Riachuelo",1975210,
Osorno,10,OSORNO,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Dr Pedro Jáuregui,Victoria N° 370,,
Osorno,10,OSORNO,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU Rahue Alto,"Real Nº 2160, Osorno",,
Del Reloncaví,10,PUERTO MONTT,OTRO,Servicio,Clínica Dental Móvil,Clínica Dental Móvil ( Puerto Montt ),Copiapó N° 180,,
Del Reloncaví,10,PUERTO MONTT,HOSPITALES,Servicio,Establecimiento Mayor Complejidad,Hospital de Puerto Montt,Seminario N° S/N,065-490000,065-259180
Del Reloncaví,10,LLANQUIHUE,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital de Llanquihue,Erardo Warner N° 645,065-326750,065-242684
Del Reloncaví,10,FRUTILLAR,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital de Frutillar,Las Piedras N° S/N,065-326900,065-421496
Del Reloncaví,10,FRESIA,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital de Fresia,San José N° 301,065-328740,065-441244
Del Reloncaví,10,MAULLÍN,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital de Maullín,Gabriela Mistral N° S/N,065-326650,065-451533
Del Reloncaví,10,CALBUCO,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital de Calbuco,Eulogio Goycolea N° 450,065-461130,065-461640
Del Reloncaví,10,CHAITÉN,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital Dr Pedro Jiménez Romero (Chaitén),Avda Ignacio Carrera Pinto N° 153,065-326700,065-326700
Del Reloncaví,10,PALENA,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital de Palena,Pudeto N° 641,065-362850,065-741231
Del Reloncaví,10,FUTALEUFÚ,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital de Futaleufú,Balmaceda N° 382,065-326800,065-721231
Del Reloncaví,10,PUERTO MONTT,OTRO,Servicio,Convenio Atención Cerrada,Hogar de Ancianos Paul Harris,Pacheco Altamirano N° S/N,065-261100,
Del Reloncaví,10,PUERTO VARAS,HOSPITALES,Delegado,Establecimiento Menor Complejidad,Hospital San José (Puerto Varas),Otto Bader N° 810,065-261100,
Del Reloncaví,10,PUERTO MONTT,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Angelmó,Ecuador N° S/N (esquina Pérez Rosales),065-292498,065-261833
Del Reloncaví,10,PUERTO MONTT,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Antonio Varas,Dalcahue N° S/N,065-253020,065-261831
Del Reloncaví,10,PUERTO MONTT,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Carmela Carvajal,Regimiento N° 1188,065-252083,065-261831
Del Reloncaví,10,PUERTO MONTT,CENTRO DE ATENCIÓN PRIMARIA,Delegado,Centro de Salud Familiar,Centro de Salud Familiar Techo para todos (ONG),Santa Inés N° S/N,065-273510,
Del Reloncaví,10,LOS MUERMOS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio Los Muermos,Carlos Ibañez del Campo N° S/N,065-211401,065-211716
Del Reloncaví,10,PUERTO VARAS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familia Nº 1 Puerto Varas,Puerto Varas,800500008,
Del Reloncaví,10,FRUTILLAR,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Frutillar Alto,Frutillar,800500003,
Del Reloncaví,10,LLANQUIHUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Urbano,Consultorio Los Volcanes,Llanquihue N° S/N,064-336700,
Del Reloncaví,10,HUALAIHUÉ,CENTRO DE ATENCIÓN PRIMARIA,Servicio,Centro de Salud Rural,Consultorio Río Negro Hornopirén,Diego Portales N° 25 Río Puelo,065-328630,
Del Reloncaví,10,PUERTO MONTT,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Urbano,Centro de Salud Familiar Padre Hurtado,Avda La Cruz N° S/N (esquina Vicuña Mackenna),065-437629,
Del Reloncaví,10,PUERTO MONTT,CENTRO DE ATENCIÓN PRIMARIA,Delegado,Centro de Salud Familiar,Centro de Salud Familiar San Pablo Mirasol (ONG),Ebensperger Alto N° S/N,065-254452,
Del Reloncaví,10,PUERTO MONTT,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Urbano,Consultorio Alerce,Alerce,,
Del Reloncaví,10,PUERTO MONTT,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Lago Chapo,Caserío Lago Chapo,,
Del Reloncaví,10,PUERTO MONTT,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Correntoso,Caserío Correntoso,,
Del Reloncaví,10,PUERTO MONTT,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Chaicas,Aldea Chaicas,,
Del Reloncaví,10,PUERTO MONTT,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Lenca,Aldea de Lenca,,
Del Reloncaví,10,PUERTO MONTT,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Las Quemas (Puerto Montt),Aldea de Las Quemas,,
Del Reloncaví,10,PUERTO MONTT,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Maillén,Sector Maillén,,
Del Reloncaví,10,PUERTO MONTT,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Salto Grande,Caserío Salto Grande,,
Del Reloncaví,10,PUERTO MONTT,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Salto Chico,Caserío Salto Chico,,
Del Reloncaví,10,PUERTO MONTT,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Trapén,Caserío Trapén,,
Del Reloncaví,10,PUERTO MONTT,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Panitao,Caserío Panitao,,
Del Reloncaví,10,COCHAMÓ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Cochamó,Aldea de Cochamó,,
Del Reloncaví,10,COCHAMÓ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Río Puelo,Sector Río Puelo,,
Del Reloncaví,10,COCHAMÓ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Sotomó,Sector de Sotomó,,
Del Reloncaví,10,COCHAMÓ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Llanada Grande,Sector de Llanada Grande,,
Del Reloncaví,10,COCHAMÓ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Paso El Bolsón o Segundo Corral,Sector Paso El Bolsón o Segundo Corral,,
Del Reloncaví,10,COCHAMÓ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Paso El León,Sector Paso El León,,
Del Reloncaví,10,HUALAIHUÉ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Aulén,Caserío de Aulén,,
Del Reloncaví,10,HUALAIHUÉ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Rolecha,Aldea de Rolecha,,
Del Reloncaví,10,HUALAIHUÉ,CENTRO DE ATENCIÓN PRIMARIA,Servicio,Posta de Salud Rural,Posta de Salud Rural Contao,Aldea de Contao,,
Del Reloncaví,10,HUALAIHUÉ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Hualaihué,Sector Hualaihué,,
Del Reloncaví,10,PUERTO VARAS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Ensenada,Aldea de Ensenada,,
Del Reloncaví,10,PUERTO VARAS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Peulla,Caserío de Peulla,,
Del Reloncaví,10,PUERTO VARAS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Nueva Braunau,Pueblo de Nueva Braunau,,
Del Reloncaví,10,PUERTO VARAS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Petrohué,Caserío de Petrohué,,
Del Reloncaví,10,PUERTO VARAS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Colonia Río Sur,Caserío de Colonia Río Sur,,
Del Reloncaví,10,PUERTO VARAS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Ralún,Sector Ralún,,
Del Reloncaví,10,LLANQUIHUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Loncotoro,Caserío de Loncotoro,,
Del Reloncaví,10,LLANQUIHUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pellines (Llanquihue),Pueblo Los Pellines,,
Del Reloncaví,10,LLANQUIHUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Colegual,Caserío Codegual,,
Del Reloncaví,10,FRUTILLAR,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Casma,Caserío Casma,,
Del Reloncaví,10,FRUTILLAR,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Centinela,Caserío Centinela,,
Del Reloncaví,10,FRESIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Parga,Caserío de Parga,,
Del Reloncaví,10,FRESIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Tegualda,Aldea de Tegualda,,
Del Reloncaví,10,FRESIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Polizones,Caserío de Polizones,,
Del Reloncaví,10,FRESIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Cau-Cau,Sector Cau-Cau,,
Del Reloncaví,10,FRESIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Mañío,Sector Mañío,,
Del Reloncaví,10,FRESIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural El Mirador,Sector El Mirador,,
Del Reloncaví,10,FRESIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Traiguén (Fresia),Caserío de Traiguén,,
Del Reloncaví,10,FRESIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Las Cruces ( Fresia),Sector Las Cruces,,
Del Reloncaví,10,FRESIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Línea Sin Nombre,Caserío Línea Sin Nombre,,
Del Reloncaví,10,MAULLÍN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Carelmapu,Pueblo de Carelmapu,,
Del Reloncaví,10,MAULLÍN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Misquihue,Sector de Misquihue,,
Del Reloncaví,10,MAULLÍN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Peñol,Sector Peñol,,
Del Reloncaví,10,MAULLÍN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Astillero,Sector Astillero,,
